date,food name,Ingredients,Nutrition
2021-07-06,mayver 100% natur super spread - origin,"• 100% natural pure-state spread,• No added oil, salt, sugar or dairy,• Dairy, gluten and cholesterol free,• No hardened fats and added palm oil,• Perfect in smoothies, on toast or eaten by the spoonful straight from the jar,• As this product contains no hardened fats or stabilisers separation of natural oil may occur,• Simply stir contents to restore creamy texture,Just Peanuts, Cashews, Brazil Nuts, Almonds, Chia Seeds and Sesame Seeds,• Allergen advice: contains peanuts, tree nuts and sesame","Attributes,Per Serving (20g),Energy,485.4kJ,Protein,4.2g,Total Fat,10.1g,Saturated Fat,1.7g,Polyunsaturated Fat,2.8g,Monounsaturated Fat,4.9g,Carbohydrate,4.1g,Sugars,0.7g,Dietary Fibre,1.6g,Sodium,1.8mg"
2021-07-06,chongq noodl (sour & spicy),,
2021-07-06,kangaroo cashew nut - garlic,,
2021-07-06,K harrodson blueberri and almond butter cooki,,
2021-07-06,mtr readi To eat tomato rice - By sonnamera,,
2021-07-06,luo Ba wang snail rice noodl,,
2021-07-06,schar digest cooki - gluten free 3 X 50g,,
2021-07-06,bikaji chaat papdi 400g -- By dashmesh,,
2021-07-06,nissin beef,,
2021-07-06,melvado doubl chocol cooki,,
2021-07-06,the kitchen food sibu instant kampua noodl - origin,,
2021-07-06,haldiram' mini samosa,,"Attributes,Per Serving (50),Energy,1046kj,Protein,4g,Fat,15g,Carbohydrate,25g,Sodium,0.32g"
2021-07-06,bamboo hous mochi - taro,,
2021-07-06,voortman sugar free coconut,,
2021-07-06,the golden duck gourmet mix - bangkok tom yum goong,,
2021-07-06,global organ chick pea,,
2021-07-06,garden pick okra strip (ladi finger),,"Attributes,Per Serving (100),Protein,0.9g,Total Sugar,3.5g,Total Fat,3.4g"
2021-07-06,garden pick pumpkin seed (raw & ready-to-eat),,"Attributes,Per Serving (100),Protein,35.6g,Total Fat,43.4g,Total Sugar,2.1g"
2021-07-06,bika bika chicken 8x15g,,
2021-07-06,calbe sapporo potato tsubutsubu veggi snack,,
2021-07-06,tesco instant rice pouch - pilau basmati,,"Attributes,Per Serving (100g),Energy,649kJ,Total Fat,2.2g,Saturated Fat,1.3g,Carbohydrate,28.9g,Sugars,2.4g,Dietary Fibre,3.2g,Protein,3g,Salt,0.4g"
2021-07-06,anarkali black raisin,,"Attributes,Per Serving (100),Calories,299g,Fat,0.5g,Carbohydrates,79g,Sugar,59g,Dietary fiber,4g,Protein,3g"
2021-07-06,aaa hainanes kaya coconut jam,,
2021-07-06,hershey mint cream sandwich cooki,,
2021-07-06,clearspr japanes sushi nori (toast 7 sheets),,
2021-07-06,cirio red kidney bean in tetrapack,,
2021-07-06,food peopl sushi seawe 50 sheet,,
2021-07-06,"garden pick dri cranberri ( usa , slice )",,"Attributes,Per Serving (100),Protein,0.3g,Total Fat,0.5g,Total Sugar,67g"
2021-07-06,dole organ soft dri fig,,
2021-07-06,La corvinia chop tomato,,
2021-07-06,date crown khala date,,
2021-07-06,kinder bueno chocol wafer bar - milk,"• Smooth milk chocolate,• Luscious milk and hazelnut cream,• Milk 100% from Europe,• Milk Chocolate (31.5%): (Sugar, Cocoa Butter, Cocoa Mass, Skimmed Milk Powder, Anhydrous Milkfat, Emulsifier: Lecithin (Soy), Flavouring: Vanillin), Sugar, Vegetable Fat (Palm), Wheat Flour,• Hazelnuts (10.5%): Skimmed Milk Powder, Milk Powder, Chocolate (Sugar, Cocoa Mass, Cocoa Butter, Emulsifier: Lecithin (Soy), Flavouring: Vanillin),• Fat-Reduced Cocoa Powder: Salt, Emulsifier: Lecthin (Soy), Raising Agents: Sodium Bicarbonate, Ammonium Bicarbonate, Flavouring: Vanillin,• Contains emulsifier and raising agents as permitted food conditioners and permitted flavouring from vegetable and synthetic origin,• Allergen Information: Contains Milk, Wheat, Hazelnuts, Soy","Attributes,Per Serving (100g),Energy,568kcal
,Protein,8.6g
,Total Fat,37.3g
,Carbohydrate,49.5g
,Sugars,41.2g
,Sodium,107mg
"
2021-07-06,unikorn can food - premium pork luncheon meat,,"Attributes,Per Serving (),Sodium,641.59mg,Sugar,0.65g,Carbohydrate,6.29g,Trans Fat,0.00g,Saturated Fat,4.32g,Total Fat,11.37g,Protein,11.37g,Energy,168.19kcal"
2021-07-06,prima tast wholegrain La mian - curri,"• Made with 51% of superfine wholegrain flour for nutritional goodness,• Premium wholegrain noodle in aromatic curry soup,• Quick gourmet meal in 7 minutes,• Contains no artificial flavouring, colouring and added preservatives,• Cooking Directions:,1. Add Curry Paste (A) and Curry Premix (B) into 500ml of water,2. Mix well and bring it to boil,3. Put wholegrain noodles into the boiling Curry Soup (From step 1),4. Lower the heat and boil for 7 minutes,5. Ready to serve,• Others:,For a more indulgent meal, at Step 2, you may add cooked chicken, cooked potatoes, hard-boiled eggs, bean sprouts and fried bean curd (tau pok) at the 6th minute,• Curry Paste: Vegetable Oil (Palm Olein), Shallot, Water, Curry Powder (Coriander, Chili, Salt, Fennel Seed, Dhal, Turmeric, Cumin, Black Pepper, Cinnamon, Star Anise Clove, Cardamom), Garlic, Lemongrass, Galangal, Salt, Candlenut, Dried Chili, Sugar, Spices, Chili Flavour, Turmeric, Ginger, Shrimp Paste (Shrimp, Salt), Modified Waxy Maize Starch (Acetylated Distarch Adipate),• Curry Premix: Coconut Milk Powder (Coconut Milk Solids , Maltodextrin, Sodium Caseinate), Sugar, Salt, Yeast Extract,• Noodle / Lamian (54%): Whole Wheat Flour (51%), Wheat Flour, Salt, Acidity Regulators (Sodium Carbonate, Disodium Phosphate)","Attributes,Per Serving (100g),Energy,391kcal,Protein,10.9g,Total Fat,16.2g,Saturated Fat,11.4g,Trans Fat,0.1g,Cholesterol,0mg,Carbohydrate,50.5g,Sugars,5.6g,Dietary Fibre,2.9g,Sodium,1136mg"
2021-07-06,garden chicken thin garlic,,
2021-07-06,luke' kettl style potato chip - cheddar & sour cream,,
2021-07-06,mento pure fresh sugar free mint - peppermint,,
2021-07-06,monin caramel sauc,,
2021-07-06,the natur chip Co potato chip - sea salt & crack pepper,"• 100% natural,• Made with real ingredients and real flavour,• No artificial colours, flavours or added preservatives,• Non GMO and no added MSG,Potatoes, Vegetable Oil, Sugar, Sea Salt, Yeast Extracts, Whey Powder, Spice & Spice Extracts (Including Pepper), Natural Flavours, Soy Sauce Powder, Vinegar Powder, Food Acids (Malic, Lactic, Calcium Lactate), Colour (Carbon Black),• Contains: Soy and Milk","Attributes,Per Serving (25g),Energy,565kJ,Protein,1.5g,Total Fat,8.5g,Saturated Fat,3.9g,Trans Fat,0g,Polyunsaturated Fat,0.8g,Monounsaturated Fat,3.8g,Cholesterol,Less than 0.1mg,Total Carbohydrate,13.4g,Sugars,0.6g,Dietary Fibre,0.7g,Sodium,141mg,Potassium,325mg"
2021-07-06,camel natur cocktail mix,"• A mixture of nuts, raisins and figs,• Using only the finest ingredients of the highest quality,• All nuts in the mix are air roasted and all fruits are naturally sun-dried,• High in dietary fibre, cholesterol free and with no salt added","Attributes,Per Serving (50g),Energy,237kcal,Protein,5.5g,Total Fat,13.3g,Saturated Fat,1.7g,Trans Fat,0g,Cholesterol,0mg,Carbohydrate,23.9g,Dietary Fibre,7g,Sodium,3.65mg"
2021-07-06,fudge barr cake - flavor combo,,
2021-07-06,fairpric cereal - snowi (frost flake of corn),"• Source of energy,• Low in fat,• Contains vitamins B1, B2, B3, B6, B12 and E,• Store in a cool and dry place,• Store in air tight container after opening to maintain crispiness,Maize, Sugar, Salt, Barley Malt Extract, Emulsifier (E471) and Vitamins [Vitamin B3 (Nicotinamide), Vitamin E (DL-Alpha-Tocopheryl Acetate), Pantothenic Acid (Calcium-D-Panthothenate), Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B2 (Riboflavin) and Vitamin B1 (Thiamine Mononitrate), Folic Acid, Vitamin B12 (Cyanocobalamin)],• Allergen advice: contains gluten,• May contain peanuts, soy, milk and nuts","Attributes,Per Serving (30g),Energy,115kcal,Trans Fat,0g,Protein,1.7g,Total Fat,0.2g,Saturated Fat,0.2g,Cholesterol,0mg,Carbohydrate,26.3g,Dietary Fibre,0.8g,Sodium,150mg,Vitamin B1,0.5mg,Vitamin B2,0.6mg,Vitamin B6,0.8mg,Vitamin B12,0.2mg,Vitamin E,2.6mg,Niacin,5.4mg,Folic Acid,60mg,Pantothenic Acid,1.8mg"
2021-07-06,glico pretz stick biscuit - sweet corn,,
2021-07-06,lay' potato chip - swiss chees,,"Attributes,Per Serving (25g),Energy,141kcal
,Protein,1.8g
,Total Fat,9.1g
,Saturated Fat,4.6g
,Trans Fat,0g
,Carbohydrate,13g
,Dietary Fibre,1.1g
,Sugars,0.7g
,Sodium,162mg
"
2021-07-06,hwa nan chili bamboo shoot Yu,"• In thin strips,• Contains no preservatives",
2021-07-06,"hey! chip - jackfruit (aka heyhah, 100% natural, gluten-fre",,
2021-07-06,whole wheat biscuit cereal,"• 95% wholegrain,• High in fibre,• Low in fat,• Low in sugar,Whole Wheat, Malted Barley Extract, Sugar, and Salt,• Allergen Advice: Contains wheat and barley","Attributes,Per Serving (37.5g),Energy,574kJ
,Protein,2.5g
,Carbohydrate,26g
,Fat,0.8g
,Dietary Fibre,3.8g
,Sodium,0g
"
2021-07-06,golden duck fragrant mix - sichuan mala hotpot,,
2021-07-06,bagu garlic cracker,,
2021-07-06,delphi lemon and coriand hummu dip gluten and dairi free vegan,,
2021-07-06,green & black' organ milk chocol bar,"Cane Sugar, Whole Milk Powder, Cocoa Mass, Cocoa Butter, Emulsifier (Soya Lecithins), Vanilla Extract.,• May Contain: Nuts","Attributes,Per Serving (18g),Energy,421kJ
,Total Fat,6.5g
,Saturated Fat,3.9g
,Total Carbohydrates,8.6g
,Sugars,8.2g
,Fibre,0.5g
,Protein ,1.8g
,Salt,0g
"
2021-07-06,fix & fogg peanut butter - super crunchi,,"Attributes,Per Serving (15g),Energy,390kJ,
Protein,4.7g,
Total Fat,7.5g,
Saturated Fat,1g,
Trans Fat,0g,
Polyunsaturated Fat,0.5g,
Monounsaturated Fat,5.9g,
Oleic Acid,4g,
Carbohydrate,1.6g,
Dietary Fibre,0.8g,
Sodium,7mg"
2021-07-06,oishi pancho - nacho chees,,
2021-07-06,fisherman' friend sugar free lozeng - appl cinnamon,"• Sweeteners: Sorbitol, Sucralose, Acesulfame K,• Flavouring: Apple and Cinnamon Flavour, Menthol Flavour,• Anti-Caking Agent: Magnesium Stearate,• Colour: Odium Potassium Copper Chlorophyllin,• Acid: Malic Acid","Attributes,Per Serving (100g),Energy,249kcal,Total Fat,1.32g,Saturated Fat,1.28g,Carbohydrate,97.14g,Sugars,0.12g,Polyols,95.85g,Dietary Fibre,0.03g,Protein,0.005g,Salt,0.005g"
2021-07-06,zaini disney milk chocol egg - tsum tsum collect,"Sugar, Cocoa Butter, Full Cream Milk Powder, Cocoa Mass, Whey Powder (Milk), Skimmed Milk Powder, Emulsifiet [Soy Lecithin (E322)], Flavouring,• Allergen Advice: Contains Milk and Milk Product, Soybeans,• May contain traces of tree nuts","Attribute,Per Serving (100g),Energy,546kcal,Total Fat,32.5g,Saturated Fat,20.2g,Carbohydrate,57.1g,Sugars,56.2g,Protein,5.6g,Salt,0.2g"
2021-07-06,now food organ steel cut oat,,
2021-07-06,sweet natur mgo 30+ manuka honey,,"Attributes,Per Serving (10),Energy,140kj"
2021-07-06,aohata cream - black sesam,,
2021-07-06,melvado melvado almond browney brittl,,
2021-07-06,nature' bakeri doubl chocol browni,,
2021-07-06,voortman cooki - oatmeal raisin,"Enriched Wheat Flour (Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Roboflavin, Folic Acid), Sugar, Oatmeal, Vegetable Oil (Canola, Soybean, Palm and Palm Kernel, Sunflower), Raisins, High Fructose Corn Syrup, Sodium Bicarbonate, Defatted Soy Flour, Glucose Syrup, Salt, Eggs, Cinnamon, Dried Apple, Calcium Stearate,• Contains wheat, soy and eggs","Attributes,Per Serving (18g),Calories,80kcal,Cholesterol,0mg,Total Fat,3g,Saturated Fat,0.5g,Trans Fat,0g,Sodium,80mg,Carbohydrate,12g,Dietary Fibre,< 1g,Sugars,5g,Protein,1g"
2021-07-06,kacang macha muruku chees flavour,,"Attributes,Per Serving (null),Energy,309.6kcal,Protein,4.4g,Total Fat,16.3g,Saturated Fat,5.6g,Trans Fat,0g,Carbohydrate,36.2g,Sugar,3.1g,Sodium,386.4mg,Dietary Fiber,0.12g,Cholesterol,0mg"
2021-07-06,littl bee syrup - pancak,"• For pancakes, breads, waffles, french toast,• To sweeten apple sauce, milkshakes, tea, coffee and ice cream","Attributes,Per Serving (100g),Energy,302kcal
,Carbohydrate,75.5g
,Sugars,73.2g
,Total Fat,0g
,Trans Fat,0g
,Protein,0mg
"
2021-07-06,alpen swiss style muesli - chocol,,
2021-07-06,lao jie kou multi flavour sunflow seed gua Zi,,
2021-07-06,vit' instant noodl without soup base,,
2021-07-06,fix & fogg peanut butter - smooth,,"Attributes,Per Serving (15g),Energy,390kJ,
Protein,4.7g,
Total Fat,7.5g,
Saturated Fat,1g,
Trans Fat,0g,
Polyunsaturated Fat,0.5g,
Monounsaturated Fat,5.9g,
Oleic Acid,4g,
Carbohydrate,1.6g,
Dietary Fibre,0.8g,
Sodium,7mg"
2021-07-06,freedom food messi monkey cereal - choc crunch,,
2021-07-06,haldiram' boondi,,
2021-07-06,irvin salt egg potato chip - hot boom,,
2021-07-06,nissin raoh spici tonkotsu,,
2021-07-06,bikaji bhujia 200g -- By dashmesh,,
2021-07-06,samyang kimchi ramen singl packet,,
2021-07-06,beryl' oatmeal raisin macadamia nut cooki 100g,,"Attributes,Per Serving (),Protein,3.15g,Carbohydrate,34.8g,Sugars,18.3g,Fats,10.45g,Energy,1033kj,Sodium,119mg"
2021-07-06,food peopl taiwan dri fruit sweet plum,,
2021-07-06,chb peanut for soup,,
2021-07-06,sunric brown rice chip - sea salt,,
2021-07-06,ken ken cuttlefish - whole,,
2021-07-06,haldiram ratlami sev extrud snack of bengal gram flour,,
2021-07-06,l.b mapl treat organ mapl syrup dark robust canada 250ml,,
2021-07-06,santa maria tex mex taco shell (12-pack),,
2021-07-06,tatawa tea time assort cooki,,
2021-07-06,audrey' deli crouton,,
2021-07-06,samyang hot chicken light ramen singl packet,,
2021-07-06,sinsia traditon kaya cup,,
2021-07-06,orion milk cream custard 12p,,
2021-07-06,ritter sport choco cube yoghurt mix,,
2021-07-06,kameda sweet salt senbei rice cracker,,
2021-07-06,laobanniang bake purpl skin pistachio,,
2021-07-06,pringl potato crisp - honey mustard (usa),,
2021-07-06,carr' tabl water cracker - sesam seed,"• Finest compliment you can give to any topping,• Thin, crispy crackers, baked golden brown with a fragrant toasted sesame flavor,• Sublimely light, crisp texture and a rounded savoury taste that goes hand in hand with a chilled drink,• The perfect crisp of cracker gives the delightful experience and a perfect healthy snack on the go,Wheat Flour, Vegetable Oil, Toasted Sesame Seeds (5%), Salt,• Contains: Gluten, Sesame seeds","Attributes,Per Serving,Energy,61kJ,Carbohydrate,2.4g,Protein,0.4g,Total Fat,0.3g,Saturated Fat,0.1g,Dietary Fibre,0.2g,Sodium,19mg,Salt,0.1g,Sugars,0.1g"
2021-07-06,cornich snow white mega marshmallow,,"Attributes,Per Serving (30g),Energy,0kJ,Carbohydrate,28g,Protein,1g,Total Fat,0g,Saturated Fat,0g,Dietary Fibre,0g,Sodium,25mg,Cholesterol,0g,Sugars,19g,Calcium,0g,Potassium,0g,Magnesium,0g,Phosphorus,0g"
2021-07-06,orgran gluten free pancak mix - buckwheat,"• Uses alternative grains for a varied diet,• Contains no artificial colouring, flavouring nor preservatives,• Gluten free, dairy free and egg free,• No added sugar,• Cooking Instructions:,1. Empty contents of the packet into a bowl and add 240ml of cold water, 90ml of milk and 3 lightly beaten eggs or equivalent to Orgran No Egg replacer,2. Stir all ingredients into a smooth batter,3. Lightly grease frying pan and preheat,4. Pour batter into frying pan to desired size and cook over low-medium heat,5. When the edge of the pancake appears cooked and bubbles have burst, turn over and cook other side until golden brown,• Vegan Option:,1. Empty contents of the packet into a bowl and add 450ml of water, 60ml of oil or vegetable margarine,2. Stir all ingredients into a smooth batter,3. Lightly grease frying pan and preheat,3. Pour batter into frying pan to desired size and cook over low-medium heat,4. When the edge of the pancake appears cooked and bubbles have burst, turn over and cook other side until golden brown,• Optional For Vegans:,In a separate bowl, mix 3 teaspoons of Orgran No Egg with 6 tablespoons of water and proceed to pancake batter, mix well","Attributes,Per Serving (37.5g),Calories,130cal,Calories from Fat,5g,Total Fat,0.5g,Saturated Fat,0g,Trans Fat,0g,Cholesterol,0mg,Sodium,190mg,Carbohydrate,26g,Dietary Fibre,2g,Sugars,< 1g,Protein,3g,Vitamin A,0%,Vitamin C,0%,Vitamin C,0%,Calcium,2%,Iron,5%"
2021-07-06,wasa sandwich snack - chees tomato and basil,,
2021-07-06,lay potato chip rock origin 75g,,
2021-07-06,delyco cuttlefish slice sweet & spici,,
2021-07-06,torr selecta premium potato chip - extra virgin oliv oil,,
2021-07-06,telugu food banana chip,,"Attributes,Per Serving (28),Energy,887kj,Protein,0g,Fat,20g,Carbohydrate,8g,Sugar,3g"
2021-07-06,nin jiom herbal candi - ume plum,"• Made from natural herbal extracts ingredients,• Contains ume plum extract for a unique sweet and sour taste,• Quenches thirst and soothes dry, itchy throats","Attributes,Per Serving (2.5g),Energy,10kcal
,Protein,0g
,Total Fat,0.1g
,Saturated Fat,0g
,Trans Fat,0g
,Carbohydrate,2.4g
,Sugars,1.7g
,Sodium,1mg
"
2021-07-06,naspac mini pud with nata De coco - mango,,
2021-07-06,sy sundri honey fig,,
2021-07-06,streamlin jam - blackcurr,"Blackcurrants (50%), Glucose-fructose Syrup, Sugar, Water, Gelling Agent:Pectin ,Preservative:Potassium Sorbate,Prepared With 50g Of Fruit Per 100g","Attributes,Per Serving (100g),Total Fat,0.7g,Fibre,2.9g,Saturated Fat,0.1g,Energy,185kcal,Carbohydrate,42g,Sugars,40.4g,Protein,0.8g,Salt,0g"
2021-07-06,walker shortbread cooki - assort,,"Attributes,Per Serving (100g),Energy,522kcal,Protein,5.5g,Total Fat,28.7g,Carbohydrate,59.5g,Dietary Fibre,2g,Salt,0.66g"
2021-07-06,lindt excel chocol bar - 70% (dark),"Cocoa Mass, Sugar, Cocoa Butter, Vanilla Beans (Natural Flavourings),• May contain nuts, milk and soya,• Dark plain chocolate contains: Cocoa solids 70% min","Attributes,Per Serving (100g),Energy,566kJ,Carbohydrate,34g,Protein,9.5g,Total Fat,41g,Saturated Fat,24g,Sugars,29g,Dietary Fibre,12.2g,Sodium,39mg,Trans Fat,0g,Cholesterol,1mg"
2021-07-06,reese' peanut butter chip,"• No added artificial colours nor preservatives,• Gluten free","Attributes,Per Serving (15g),Calories,80kcal
,Total Fat,3.5g
,Saturated Fat,3.5g
,Trans Fat,0g
,Cholesterol,0mg
,Sodium,30mg
,Carbohydrate,8g
,Dietary Fibre,1g
,Sugars,6g
,Includes Added Sugars,5g
,Protein,3g
,Vitamin D,0mcg
,Iron,0mg
,Calcium,11mg
,Potassium,80mg
"
2021-07-06,walker gluten free shortbread - origin,,"Attributes,Per Serving (1 Biscuit),Energy,2165kJ,Total Fat,27.4g,Carbohydrate,63.5g,Dietary Fibre,1.3g,Protein,3.6g,Salt,0.65g"
2021-07-06,dauci sweet corn,"• Store in refrigerator in an airtight container,• Consume within 2 days","Attributes,Per Serving (120g),Energy,409kJ
,Protein,3.5g
,Total Fat,2.9g
,Carbohydrate,14g
"
2021-07-06,zaini disney milk chocol egg - paw patrol collect,,"Attributes,Per Serving (100),Energy	,546kcal,Total Fat	,32.5g,Saturated Fat	,20.2g,Carbohydrate	,57.1g,Sugars	,56.2g,Protein	,5.6g,Salt,0.2g"
2021-07-06,fairpric cereal - cornflak,"• Store in a cool and dry place,• Store in airtight container after opening to maintain crispiness","Attributes,Per Serving (30g),Energy,114kcal,Protein,2.3g,Total Fat,0.3g,Saturated Fat,0.1g,Trans Fat,0g,Cholesterol,0mg,Carbohydrate,25.1g,Dietary Fibre,0.7g,Sodium,204mg,Vitamin B1,0.5mg,Vitamin B2,0.5mg,Vitamin B3,6.4mg,Vitamin B6,0.7mg,Vitamin B12,0.4mcg,Vitamin E,3.8mg,Folic Acid,72.6mcg,Pantothenic Acid,2.2mg"
2021-07-06,smucker' sugar free jam - concord grape,,"Attributes,Per Serving (17g),Calories,10kcal,Total Fat,0g,Sodium,10mg,Carbohydrate,5g,Dietary Fibre,3g,Sugars,0g,Protein,0g"
2021-07-06,lay' potato chip - kyushu seawe,,"Attributes,Per Serving (25g),Energy,137kcal
,Protein,2g
,Total Fat,8.3g
,Saturated Fat,4.1g
,Trans Fat,0g
,Carbohydrate,13.8g
,Dietary Fibre,1.1g
,Sugars,0.8g
,Sodium,146mg
"
